Unnamed: 0,Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Exter Qual,Exter Cond,Foundation,Heating,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
763,764,904301070,90,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,GasA,TA,Y,1200,0,0,1200,3,0,3,1,TA,5,Typ,0,Y,120,0,0,0,0,0,0,3,2009,WD ,Alloca,179000
764,765,904301100,90,RL,10547,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,GasA,TA,Y,1152,0,0,1152,2,0,2,2,TA,6,Typ,0,N,0,0,0,0,0,0,0,7,2009,WD ,Normal,159900
765,766,904301375,30,RL,10020,Pave,IR1,Low,AllPub,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,Fa,BrkTil,GasA,Gd,N,904,0,0,904,0,1,1,1,Fa,4,Maj1,0,Y,0,0,0,0,0,0,0,3,2009,WD ,Normal,61000
766,767,904351200,70,RH,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,GasA,TA,N,697,672,0,1369,2,0,3,1,TA,6,Typ,0,Y,147,0,0,0,0,0,0,7,2009,WD ,Normal,103600
767,768,904351240,50,RL,9780,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,GasA,TA,N,687,425,0,1112,2,0,4,1,TA,6,Typ,0,N,0,0,0,0,0,0,0,3,2009,WD ,Normal,63000
768,769,905101260,80,RL,12886,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,1464,0,0,1464,2,0,3,1,TA,6,Min2,1,Y,302,0,0,0,100,0,0,10,2009,WD ,Normal,175000
769,770,905101490,20,RL,8816,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,TA,Y,1121,0,0,1121,1,0,3,1,TA,5,Typ,0,Y,0,80,0,0,0,0,0,6,2009,WD ,Normal,139000
770,771,905103040,60,RL,11184,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,918,765,0,1683,2,1,3,1,TA,7,Typ,1,Y,243,0,0,0,0,0,0,7,2009,WD ,Normal,172500
771,772,905103070,20,RL,11625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,1052,0,0,1052,1,1,3,1,TA,6,Typ,1,Y,0,215,0,0,0,0,0,4,2009,WD ,Abnorml,113500
772,773,905105190,20,RL,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Ex,Y,899,0,0,899,1,0,3,1,Gd,5,Typ,0,Y,64,0,0,0,0,0,0,6,2009,WD ,Normal,130000
773,774,905107310,85,RL,8014,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,TA,TA,CBlock,GasA,TA,Y,1034,0,0,1034,1,0,3,1,TA,5,Typ,1,Y,0,0,0,0,0,0,0,6,2009,WD ,Normal,149900
774,775,905108190,85,RL,7252,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,858,0,0,858,1,0,2,1,TA,5,Typ,0,Y,120,0,0,0,0,0,0,4,2009,WD ,Normal,134900
775,776,905108220,85,RL,8740,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,860,0,0,860,1,0,2,1,TA,4,Typ,0,Y,0,0,0,0,0,0,0,7,2009,WD ,Normal,137000
776,777,905200220,20,RL,11616,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,1092,0,0,1092,1,0,3,1,TA,6,Typ,1,Y,0,20,144,0,0,0,0,9,2009,WD ,Normal,139000
777,778,905200260,80,RL,15400,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,5,1961,1961,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,904,611,259,1774,2,0,4,1,TA,8,Typ,1,Y,290,40,0,0,0,0,0,7,2009,WD ,Normal,165000
778,779,905200350,80,RL,15312,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,1138,0,0,1138,1,0,3,1,TA,6,Typ,1,Y,0,0,0,0,140,0,0,3,2009,COD,Normal,148000
779,780,905225090,80,RL,15584,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,2071,0,0,2071,1,1,4,1,TA,9,Typ,1,Y,131,28,0,0,0,0,0,10,2009,WD ,Normal,165000
780,781,905228050,20,RL,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,2,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,Slab,GasA,Fa,N,660,0,0,660,1,0,2,1,Fa,5,Min2,0,N,0,0,100,0,0,0,0,6,2009,WD ,Normal,63900
781,782,905229040,50,RL,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,1104,684,0,1788,1,0,5,1,TA,8,Min2,2,Y,120,0,0,0,0,0,0,11,2009,WD ,Normal,161500
782,783,905325020,20,RL,25095,Pave,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,1473,0,0,1473,1,0,1,1,Ex,5,Typ,2,Y,0,48,0,0,60,0,0,6,2009,WD ,Partial,143000
783,784,905377010,20,RL,17140,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,1229,0,0,1229,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,4,2009,WD ,Normal,135000
784,785,905377130,30,RL,12342,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,861,0,0,861,1,0,1,1,TA,4,Typ,0,Y,158,0,0,0,0,0,0,3,2009,WD ,Normal,82500
785,786,905401100,20,RL,10708,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,GasA,Ex,Y,1867,0,0,1867,1,0,2,1,TA,7,Typ,3,Y,476,0,0,0,142,0,0,11,2009,COD,Normal,190000
786,787,905402060,20,RL,13680,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,TA,TA,Slab,GasA,Ex,Y,1733,0,0,1733,2,0,4,1,TA,8,Min2,1,Y,0,0,0,0,0,0,0,6,2009,WD ,Normal,139600
787,788,905402070,20,RL,15635,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,TA,Y,1383,0,0,1383,1,0,2,1,TA,6,Mod,0,Y,0,0,90,0,110,0,0,10,2009,WD ,Normal,122000
788,789,905450020,20,RL,9855,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Fa,Y,1689,0,0,1689,1,0,3,1,TA,7,Typ,1,Y,0,0,0,0,0,0,0,11,2009,COD,Normal,127500
789,790,905451300,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,1073,0,0,1073,1,0,2,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,2,2009,WD ,Normal,121500
790,791,905451340,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,TA,Fa,CBlock,GasA,TA,Y,1276,0,0,1276,1,0,3,1,TA,5,Mod,0,Y,0,0,0,0,0,0,0,6,2009,COD,Abnorml,60000
791,792,905452040,60,RL,9350,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Ex,Y,892,747,0,1639,1,1,3,1,Gd,6,Typ,1,Y,0,50,0,0,0,0,0,7,2009,WD ,Normal,154400
792,793,905452050,30,RL,9340,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,672,0,0,672,1,0,2,1,TA,4,Typ,0,N,0,113,0,0,0,0,0,8,2009,WD ,Normal,113000
793,794,905475160,20,RL,7440,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasW,TA,Y,1089,0,0,1089,1,0,3,1,TA,5,Typ,1,P,328,0,0,0,0,0,0,9,2009,WD ,Normal,125000
794,795,905475500,20,RL,11500,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,Slab,GasA,Ex,N,845,0,0,845,1,0,3,1,TA,5,Typ,0,N,186,0,0,0,0,0,0,1,2009,WD ,Normal,84000
795,796,905476230,120,RL,4235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,TA,Y,1049,0,0,1049,2,0,2,1,Gd,5,Typ,0,Y,0,105,0,0,0,0,0,2,2009,WD ,Normal,139500
796,797,905478030,50,RL,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,1148,568,0,1716,1,1,3,1,TA,8,Min2,1,Y,0,0,0,0,160,0,0,1,2009,WD ,Normal,131000
797,798,905480030,50,RL,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,BrkTil,GasA,TA,Y,698,560,0,1258,1,0,2,1,TA,6,Typ,0,P,0,0,0,0,0,0,0,10,2009,WD ,Normal,105000
798,799,905480210,70,RL,9084,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,755,755,0,1510,1,0,4,1,TA,7,Typ,1,P,120,0,0,0,0,0,0,10,2009,WD ,Normal,108000
799,800,906201021,80,RL,10778,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Gd,Y,1061,0,0,1061,1,1,1,1,Gd,4,Typ,0,Y,114,36,0,0,0,0,0,7,2009,WD ,Normal,162000
800,801,906201050,80,RL,19255,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,GasA,Gd,Y,1338,0,0,1338,1,1,2,1,Gd,5,Min2,1,Y,0,0,0,0,0,0,600,9,2009,WD ,Normal,156500
801,802,906201130,50,RL,12327,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,GasA,Ex,Y,1496,636,0,2132,1,1,1,1,Gd,5,Min2,1,Y,349,40,0,0,0,0,0,9,2009,WD ,Normal,316600
802,803,906203120,20,RL,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,GasA,Gd,Y,2196,0,0,2196,2,0,3,1,Gd,7,Typ,1,Y,84,70,0,0,0,0,0,6,2009,WD ,Normal,271900
803,804,906223060,60,RL,9317,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,1006,769,0,1775,2,1,3,1,Gd,7,Typ,1,Y,234,72,192,0,0,0,0,7,2009,WD ,Normal,213000
804,805,906223080,60,RL,10560,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,GasA,Ex,Y,1079,800,0,1879,2,1,3,1,Gd,8,Typ,1,Y,400,100,144,0,0,0,0,8,2009,WD ,Normal,239900
805,806,906223210,60,RL,9828,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1142,878,0,2020,2,1,3,1,Gd,8,Typ,1,Y,0,155,0,0,0,0,0,6,2009,WD ,Normal,239500
806,807,906226060,70,RL,26400,Pave,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,1288,728,0,2016,1,0,4,1,TA,7,Mod,1,P,0,0,0,0,0,0,0,6,2009,WD ,Normal,131000
807,808,906226070,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,Fa,Slab,GasA,TA,Y,1535,0,0,1535,2,0,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,6,2009,WD ,Alloca,118964
808,809,906226080,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,1224,0,0,1224,0,2,2,2,TA,6,Typ,2,Y,120,0,0,0,0,0,0,6,2009,WD ,Alloca,153337
809,810,906226090,90,RL,7018,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,GasA,TA,Y,1114,1114,0,2228,2,0,6,2,TA,8,Typ,0,Y,73,0,0,0,0,0,0,6,2009,WD ,Alloca,147983
810,811,906226100,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,GasA,TA,Y,1535,0,0,1535,2,0,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,6,2009,WD ,Alloca,118858
811,812,906226110,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,GasA,TA,Y,1535,0,0,1535,2,0,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,6,2009,WD ,Alloca,118858
812,813,906226120,90,RL,7018,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,GasA,TA,Y,1120,1120,0,2240,2,0,6,2,TA,12,Typ,0,Y,154,0,0,0,0,0,0,6,2009,WD ,Alloca,142953
813,814,906226130,90,RL,7040,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,1229,0,0,1229,0,2,2,2,Gd,6,Typ,2,Y,120,0,0,0,0,0,0,6,2009,WD ,Alloca,148325
814,815,906226140,90,RL,7007,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,TA,Slab,GasA,TA,Y,1513,0,0,1513,2,0,4,2,TA,8,Typ,0,Y,0,0,0,0,0,0,0,6,2009,WD ,Alloca,113722
815,816,906230010,90,RL,11855,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1168,1619,0,2787,4,2,6,2,TA,8,Typ,2,Y,312,0,0,0,0,0,0,10,2009,WD ,Normal,269500
816,817,906230020,90,RL,7939,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1168,1619,0,2787,4,2,6,2,TA,8,Typ,2,Y,312,0,0,0,0,0,0,10,2009,WD ,Normal,269500
817,818,906230030,90,RL,7976,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,1168,1619,0,2787,4,2,6,2,TA,8,Typ,2,Y,312,0,0,0,0,0,0,10,2009,WD ,Normal,269500
818,819,906340100,20,RL,10933,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,1680,0,0,1680,1,1,1,1,Ex,8,Typ,1,Y,185,24,0,0,0,0,0,7,2009,New,Partial,323262
819,820,906340110,20,RL,10637,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1718,0,0,1718,2,0,3,1,Gd,7,Typ,1,Y,208,44,0,0,0,0,0,9,2009,WD ,Normal,297000
820,821,906340120,20,RL,10226,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1630,0,0,1630,2,0,3,1,Ex,8,Typ,1,Y,172,42,0,0,0,0,0,1,2009,WD ,Normal,295493
821,822,906340130,20,RL,10816,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,1720,0,0,1720,2,0,3,1,Ex,8,Typ,1,Y,208,104,0,0,0,0,0,11,2009,WD ,Normal,332000
822,823,906378110,20,RL,9178,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1468,0,0,1468,2,0,3,1,Gd,6,Typ,1,Y,192,142,0,0,0,0,0,6,2009,WD ,Normal,239900
823,824,906380050,60,RL,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,866,902,0,1768,2,1,3,1,Gd,7,Typ,0,Y,144,105,0,0,0,0,0,4,2009,WD ,Normal,212000
824,825,906380060,20,RL,11422,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1838,0,0,1838,2,0,3,1,Gd,7,Typ,2,Y,154,222,0,0,0,0,0,4,2009,WD ,Normal,272500
825,826,906380100,20,RL,11923,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1800,0,0,1800,2,0,2,1,Ex,7,Typ,0,Y,288,136,0,0,0,0,0,5,2009,WD ,Normal,239000
826,827,906380130,20,RL,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1604,0,0,1604,2,1,3,1,Gd,8,Typ,1,Y,123,110,0,0,0,0,0,3,2009,WD ,Abnorml,220000
827,828,906380210,20,RL,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1290,0,0,1290,2,0,2,1,Gd,6,Typ,1,Y,168,0,0,0,0,0,0,5,2009,WD ,Normal,200000
828,829,906380220,20,RL,10324,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1254,0,0,1254,2,0,2,1,Gd,5,Typ,0,Y,168,92,0,0,0,0,0,3,2009,WD ,Normal,221800
829,830,906392070,20,RL,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1232,0,0,1232,2,0,2,1,Gd,6,Typ,0,Y,132,0,0,0,0,0,0,2,2009,WD ,Normal,194500
830,831,906392110,20,RL,11645,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,1498,0,0,1498,2,0,3,1,Gd,7,Typ,1,Y,144,98,0,0,0,0,0,3,2009,WD ,Normal,237000
831,832,906392130,60,RL,11646,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,704,718,0,1422,2,1,3,1,Gd,7,Typ,1,Y,36,28,0,0,0,0,0,7,2009,WD ,Normal,173000
832,833,906402060,80,RL,12800,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,GasA,Gd,Y,1644,0,0,1644,2,0,2,1,Gd,5,Typ,1,Y,80,0,0,0,396,0,0,8,2009,WD ,Normal,275000
833,834,906426210,60,RL,16698,Pave,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,944,815,0,1759,2,1,3,1,Gd,7,Typ,1,Y,150,193,0,0,0,0,0,6,2009,WD ,Normal,233500
834,835,906475070,60,RL,28698,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,TA,TA,PConc,GasA,TA,Y,1160,966,0,2126,2,1,3,1,TA,7,Min2,0,Y,486,0,0,0,225,0,0,6,2009,WD ,Abnorml,185000
835,836,907126010,20,RL,12464,Pave,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Gd,Y,1040,0,0,1040,1,0,3,1,Gd,6,Typ,0,Y,168,0,0,0,0,0,0,11,2009,WD ,Normal,152000
836,837,907126050,20,RL,9757,Pave,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Ex,Y,990,0,0,990,1,0,3,1,TA,5,Typ,0,Y,66,0,0,0,92,0,0,10,2009,WD ,Normal,143000
